0.636574027853648	8.442168148187532	2.116099573617234	2.7718675291989756	8.448426549251886
4.595454154572605	4.388041662040537	4.9260938352381	2.6824039548871417	8.617751819196538
4.292060076465357	0.8610902316767866	9.157983939906124	6.607498138059063	4.084605080507163
8.559949469137232	3.8562376733894412	1.0381353002210914	1.6877980239966162	2.8930632002986845
2.272320698114072	1.834078720527631	6.300620500946188	1.9379693699432587	2.069888374404736
3.9562804420646347	0.34429275012296645	4.337370526126165	7.563450457860551	8.591228627411956
2.2200606346717255	7.8430246691544365	6.462687042615707	8.73189383199432	9.281881110356844
6.105141656404895	1.0749196756356338	1.1628233030466273	9.24117228891054	7.238858719957929
2.691071171463968	3.571957640927521	7.805965771479835	6.843146634059757	3.053870888060457
4.262579387486328	7.369277727003045	0.8206705231045264	6.687792013209586	3.976156808939879


